CPP,Indicator,Type,Year,value,IndicatorFullName,FG,LineType,Improvement_Rate,High is Positive?
Argyll and Bute,Median Earnings,Raw data,2008/09,335.2,Median Earnings,2,Argyll and Bute Raw data,36.678085976350985,Yes
Clackmannanshire,Median Earnings,Raw data,2008/09,346.1666666666667,Median Earnings,3,Clackmannanshire Raw data,34.3378519290928,Yes
Dumfries and Galloway,Median Earnings,Raw data,2008/09,339.6333333333333,Median Earnings,3,Dumfries and Galloway Raw data,15.981831625646992,Yes
Dundee City,Median Earnings,Raw data,2008/09,347.6666666666667,Median Earnings,4,Dundee City Raw data,24.35146443514644,Yes
East Ayrshire,Median Earnings,Raw data,2008/09,373.36666666666673,Median Earnings,4,East Ayrshire Raw data,21.912426942608022,Yes
East Dunbartonshire,Median Earnings,Raw data,2008/09,412.3333333333333,Median Earnings,1,East Dunbartonshire Raw data,29.943211151264837,Yes
East Lothian,Median Earnings,Raw data,2008/09,395.4333333333334,Median Earnings,2,East Lothian Raw data,21.66356877323421,Yes
East Renfrewshire,Median Earnings,Raw data,2008/09,432.8999999999999,Median Earnings,1,East Renfrewshire Raw data,30.328721106934342,Yes
"Edinburgh, City of",Median Earnings,Raw data,2008/09,414.3999999999999,Median Earnings,1,"Edinburgh, City of Raw data",19.10159884950511,Yes
Eilean Siar,Median Earnings,Raw data,2008/09,369.76666666666665,Median Earnings,4,Eilean Siar Raw data,23.783251231527114,Yes
Falkirk,Median Earnings,Raw data,2008/09,390.7333333333333,Median Earnings,3,Falkirk Raw data,29.747382576121417,Yes
Fife,Median Earnings,Raw data,2008/09,370.0333333333333,Median Earnings,3,Fife Raw data,26.525356576862148,Yes
Glasgow City,Median Earnings,Raw data,2008/09,365.3666666666666,Median Earnings,4,Glasgow City Raw data,25.323125869954268,Yes
Highland,Median Earnings,Raw data,2008/09,342.8333333333333,Median Earnings,2,Highland Raw data,32.76545590913962,Yes
Inverclyde,Median Earnings,Raw data,2008/09,355.6333333333334,Median Earnings,4,Inverclyde Raw data,21.330506763577638,Yes
Midlothian,Median Earnings,Raw data,2008/09,365.0333333333333,Median Earnings,2,Midlothian Raw data,25.86223742061553,Yes
Moray,Median Earnings,Raw data,2008/09,316.4666666666667,Median Earnings,2,Moray Raw data,22.92116937777271,Yes
North Ayrshire,Median Earnings,Raw data,2008/09,353.7,Median Earnings,4,North Ayrshire Raw data,23.37157301186079,Yes
North Lanarkshire,Median Earnings,Raw data,2008/09,355.8666666666666,Median Earnings,4,North Lanarkshire Raw data,27.998415370902265,Yes
Orkney Islands,Median Earnings,Raw data,2008/09,358.3,Median Earnings,1,Orkney Islands Raw data,10.610328638497624,Yes
Perth and Kinross,Median Earnings,Raw data,2008/09,356.2,Median Earnings,1,Perth and Kinross Raw data,26.732772435897445,Yes
Renfrewshire,Median Earnings,Raw data,2008/09,383.76666666666665,Median Earnings,3,Renfrewshire Raw data,27.111664432101158,Yes
Scotland,Median Earnings,Raw data,2008/09,374.59999999999997,Median Earnings,NA,Scotland Raw data,24.944663651236667,Yes
Scottish Borders,Median Earnings,Raw data,2008/09,349.1333333333334,Median Earnings,2,Scottish Borders Raw data,28.272632674297583,Yes
Shetland Islands,Median Earnings,Raw data,2008/09,396.7,Median Earnings,1,Shetland Islands Raw data,46.98275862068968,Yes
South Ayrshire,Median Earnings,Raw data,2008/09,402.26666666666665,Median Earnings,3,South Ayrshire Raw data,12.926683206433376,Yes
South Lanarkshire,Median Earnings,Raw data,2008/09,403.73333333333335,Median Earnings,3,South Lanarkshire Raw data,23.61085640931597,Yes
Stirling,Median Earnings,Raw data,2008/09,383.8666666666666,Median Earnings,2,Stirling Raw data,30.67484662576687,Yes
West Dunbartonshire,Median Earnings,Raw data,2008/09,345.8,Median Earnings,4,West Dunbartonshire Raw data,30.134071078952985,Yes
West Lothian,Median Earnings,Raw data,2008/09,365.43333333333334,Median Earnings,3,West Lothian Raw data,27.44081393073765,Yes
Aberdeen City,Median Earnings,Raw data,2009/10,398.5666666666666,Median Earnings,1,Aberdeen City Raw data,25.5206430398246,Yes
Aberdeenshire,Median Earnings,Raw data,2009/10,412.9666666666667,Median Earnings,1,Aberdeenshire Raw data,21.319749509299957,Yes
Angus,Median Earnings,Raw data,2009/10,376.73333333333335,Median Earnings,2,Angus Raw data,17.67523707107246,Yes
Argyll and Bute,Median Earnings,Raw data,2009/10,365.6666666666667,Median Earnings,2,Argyll and Bute Raw data,36.678085976350985,Yes
Clackmannanshire,Median Earnings,Raw data,2009/10,360.7333333333333,Median Earnings,3,Clackmannanshire Raw data,34.3378519290928,Yes
Dumfries and Galloway,Median Earnings,Raw data,2009/10,342.3,Median Earnings,3,Dumfries and Galloway Raw data,15.981831625646992,Yes
Dundee City,Median Earnings,Raw data,2009/10,365.8666666666666,Median Earnings,4,Dundee City Raw data,24.35146443514644,Yes
East Ayrshire,Median Earnings,Raw data,2009/10,367.93333333333334,Median Earnings,4,East Ayrshire Raw data,21.912426942608022,Yes
East Dunbartonshire,Median Earnings,Raw data,2009/10,440.0333333333333,Median Earnings,1,East Dunbartonshire Raw data,29.943211151264837,Yes
East Lothian,Median Earnings,Raw data,2009/10,407.3,Median Earnings,2,East Lothian Raw data,21.66356877323421,Yes
East Renfrewshire,Median Earnings,Raw data,2009/10,455.6333333333334,Median Earnings,1,East Renfrewshire Raw data,30.328721106934342,Yes
"Edinburgh, City of",Median Earnings,Raw data,2009/10,424.1666666666667,Median Earnings,1,"Edinburgh, City of Raw data",19.10159884950511,Yes
Eilean Siar,Median Earnings,Raw data,2009/10,392.3666666666666,Median Earnings,4,Eilean Siar Raw data,23.783251231527114,Yes
Falkirk,Median Earnings,Raw data,2009/10,397.90000000000003,Median Earnings,3,Falkirk Raw data,29.747382576121417,Yes
Fife,Median Earnings,Raw data,2009/10,378.40000000000003,Median Earnings,3,Fife Raw data,26.525356576862148,Yes
Glasgow City,Median Earnings,Raw data,2009/10,377.93333333333334,Median Earnings,4,Glasgow City Raw data,25.323125869954268,Yes
Highland,Median Earnings,Raw data,2009/10,361.3333333333333,Median Earnings,2,Highland Raw data,32.76545590913962,Yes
Inverclyde,Median Earnings,Raw data,2009/10,366.0666666666666,Median Earnings,4,Inverclyde Raw data,21.330506763577638,Yes
Midlothian,Median Earnings,Raw data,2009/10,377.93333333333334,Median Earnings,2,Midlothian Raw data,25.86223742061553,Yes
Moray,Median Earnings,Raw data,2009/10,326.2333333333333,Median Earnings,2,Moray Raw data,22.92116937777271,Yes
North Ayrshire,Median Earnings,Raw data,2009/10,366.5333333333333,Median Earnings,4,North Ayrshire Raw data,23.37157301186079,Yes
North Lanarkshire,Median Earnings,Raw data,2009/10,364.40000000000003,Median Earnings,4,North Lanarkshire Raw data,27.998415370902265,Yes
Orkney Islands,Median Earnings,Raw data,2009/10,354.6,Median Earnings,1,Orkney Islands Raw data,10.610328638497624,Yes
Perth and Kinross,Median Earnings,Raw data,2009/10,364.5333333333333,Median Earnings,1,Perth and Kinross Raw data,26.732772435897445,Yes
Renfrewshire,Median Earnings,Raw data,2009/10,394.4666666666667,Median Earnings,3,Renfrewshire Raw data,27.111664432101158,Yes
Scotland,Median Earnings,Raw data,2009/10,385.63333333333327,Median Earnings,NA,Scotland Raw data,24.944663651236667,Yes
Scottish Borders,Median Earnings,Raw data,2009/10,354.6333333333334,Median Earnings,2,Scottish Borders Raw data,28.272632674297583,Yes
Shetland Islands,Median Earnings,Raw data,2009/10,416.15,Median Earnings,1,Shetland Islands Raw data,46.98275862068968,Yes
South Ayrshire,Median Earnings,Raw data,2009/10,413.43333333333334,Median Earnings,3,South Ayrshire Raw data,12.926683206433376,Yes
South Lanarkshire,Median Earnings,Raw data,2009/10,409.4666666666667,Median Earnings,3,South Lanarkshire Raw data,23.61085640931597,Yes
Stirling,Median Earnings,Raw data,2009/10,384.93333333333334,Median Earnings,2,Stirling Raw data,30.67484662576687,Yes
West Dunbartonshire,Median Earnings,Raw data,2009/10,351.7,Median Earnings,4,West Dunbartonshire Raw data,30.134071078952985,Yes
West Lothian,Median Earnings,Raw data,2009/10,379.90000000000003,Median Earnings,3,West Lothian Raw data,27.44081393073765,Yes
Aberdeen City,Median Earnings,Raw data,2010/11,409.9666666666667,Median Earnings,1,Aberdeen City Raw data,25.5206430398246,Yes
Aberdeenshire,Median Earnings,Raw data,2010/11,414.8666666666666,Median Earnings,1,Aberdeenshire Raw data,21.319749509299957,Yes
Angus,Median Earnings,Raw data,2010/11,380,Median Earnings,2,Angus Raw data,17.67523707107246,Yes
Argyll and Bute,Median Earnings,Raw data,2010/11,369.3666666666666,Median Earnings,2,Argyll and Bute Raw data,36.678085976350985,Yes
Clackmannanshire,Median Earnings,Raw data,2010/11,372.06666666666666,Median Earnings,3,Clackmannanshire Raw data,34.3378519290928,Yes
Dumfries and Galloway,Median Earnings,Raw data,2010/11,338.8,Median Earnings,3,Dumfries and Galloway Raw data,15.981831625646992,Yes
Dundee City,Median Earnings,Raw data,2010/11,367.6000000000001,Median Earnings,4,Dundee City Raw data,24.35146443514644,Yes
East Ayrshire,Median Earnings,Raw data,2010/11,370.4333333333334,Median Earnings,4,East Ayrshire Raw data,21.912426942608022,Yes
East Dunbartonshire,Median Earnings,Raw data,2010/11,464.4666666666667,Median Earnings,1,East Dunbartonshire Raw data,29.943211151264837,Yes
East Lothian,Median Earnings,Raw data,2010/11,404.53333333333336,Median Earnings,2,East Lothian Raw data,21.66356877323421,Yes
East Renfrewshire,Median Earnings,Raw data,2010/11,472.8999999999999,Median Earnings,1,East Renfrewshire Raw data,30.328721106934342,Yes
"Edinburgh, City of",Median Earnings,Raw data,2010/11,429.43333333333334,Median Earnings,1,"Edinburgh, City of Raw data",19.10159884950511,Yes
Eilean Siar,Median Earnings,Raw data,2010/11,384.4666666666667,Median Earnings,4,Eilean Siar Raw data,23.783251231527114,Yes
Falkirk,Median Earnings,Raw data,2010/11,403.9666666666667,Median Earnings,3,Falkirk Raw data,29.747382576121417,Yes
Fife,Median Earnings,Raw data,2010/11,378.5333333333333,Median Earnings,3,Fife Raw data,26.525356576862148,Yes
Glasgow City,Median Earnings,Raw data,2010/11,384.43333333333334,Median Earnings,4,Glasgow City Raw data,25.323125869954268,Yes
Highland,Median Earnings,Raw data,2010/11,368.93333333333334,Median Earnings,2,Highland Raw data,32.76545590913962,Yes
Inverclyde,Median Earnings,Raw data,2010/11,364.3333333333333,Median Earnings,4,Inverclyde Raw data,21.330506763577638,Yes
Midlothian,Median Earnings,Raw data,2010/11,384.09999999999997,Median Earnings,2,Midlothian Raw data,25.86223742061553,Yes
Moray,Median Earnings,Raw data,2010/11,331.66666666666663,Median Earnings,2,Moray Raw data,22.92116937777271,Yes
North Ayrshire,Median Earnings,Raw data,2010/11,378.7,Median Earnings,4,North Ayrshire Raw data,23.37157301186079,Yes
North Lanarkshire,Median Earnings,Raw data,2010/11,373.1000000000001,Median Earnings,4,North Lanarkshire Raw data,27.998415370902265,Yes
Orkney Islands,Median Earnings,Raw data,2010/11,347.7666666666667,Median Earnings,1,Orkney Islands Raw data,10.610328638497624,Yes
Perth and Kinross,Median Earnings,Raw data,2010/11,372.06666666666666,Median Earnings,1,Perth and Kinross Raw data,26.732772435897445,Yes
Renfrewshire,Median Earnings,Raw data,2010/11,397.06666666666666,Median Earnings,3,Renfrewshire Raw data,27.111664432101158,Yes
Scotland,Median Earnings,Raw data,2010/11,390.8,Median Earnings,NA,Scotland Raw data,24.944663651236667,Yes
Scottish Borders,Median Earnings,Raw data,2010/11,357.76666666666665,Median Earnings,2,Scottish Borders Raw data,28.272632674297583,Yes
Shetland Islands,Median Earnings,Raw data,2010/11,427,Median Earnings,1,Shetland Islands Raw data,46.98275862068968,Yes
South Ayrshire,Median Earnings,Raw data,2010/11,421.76666666666665,Median Earnings,3,South Ayrshire Raw data,12.926683206433376,Yes
South Lanarkshire,Median Earnings,Raw data,2010/11,412.3666666666666,Median Earnings,3,South Lanarkshire Raw data,23.61085640931597,Yes
Stirling,Median Earnings,Raw data,2010/11,392.8333333333333,Median Earnings,2,Stirling Raw data,30.67484662576687,Yes
West Dunbartonshire,Median Earnings,Raw data,2010/11,354.59999999999997,Median Earnings,4,West Dunbartonshire Raw data,30.134071078952985,Yes
West Lothian,Median Earnings,Raw data,2010/11,389.90000000000003,Median Earnings,3,West Lothian Raw data,27.44081393073765,Yes
Aberdeen City,Median Earnings,Raw data,2011/12,420.09999999999997,Median Earnings,1,Aberdeen City Raw data,25.5206430398246,Yes
Aberdeenshire,Median Earnings,Raw data,2011/12,414.1333333333334,Median Earnings,1,Aberdeenshire Raw data,21.319749509299957,Yes
Angus,Median Earnings,Raw data,2011/12,381.2,Median Earnings,2,Angus Raw data,17.67523707107246,Yes
Argyll and Bute,Median Earnings,Raw data,2011/12,371.3666666666666,Median Earnings,2,Argyll and Bute Raw data,36.678085976350985,Yes
Clackmannanshire,Median Earnings,Raw data,2011/12,381.9666666666667,Median Earnings,3,Clackmannanshire Raw data,34.3378519290928,Yes
Dumfries and Galloway,Median Earnings,Raw data,2011/12,332.3333333333333,Median Earnings,3,Dumfries and Galloway Raw data,15.981831625646992,Yes
Dundee City,Median Earnings,Raw data,2011/12,366.4666666666667,Median Earnings,4,Dundee City Raw data,24.35146443514644,Yes
East Ayrshire,Median Earnings,Raw data,2011/12,377.8333333333333,Median Earnings,4,East Ayrshire Raw data,21.912426942608022,Yes
East Dunbartonshire,Median Earnings,Raw data,2011/12,467.2,Median Earnings,1,East Dunbartonshire Raw data,29.943211151264837,Yes
East Lothian,Median Earnings,Raw data,2011/12,409.1666666666667,Median Earnings,2,East Lothian Raw data,21.66356877323421,Yes
East Renfrewshire,Median Earnings,Raw data,2011/12,486.5666666666666,Median Earnings,1,East Renfrewshire Raw data,30.328721106934342,Yes
"Edinburgh, City of",Median Earnings,Raw data,2011/12,437,Median Earnings,1,"Edinburgh, City of Raw data",19.10159884950511,Yes
Eilean Siar,Median Earnings,Raw data,2011/12,372.9666666666667,Median Earnings,4,Eilean Siar Raw data,23.783251231527114,Yes
Falkirk,Median Earnings,Raw data,2011/12,404.26666666666665,Median Earnings,3,Falkirk Raw data,29.747382576121417,Yes
Fife,Median Earnings,Raw data,2011/12,381.23333333333335,Median Earnings,3,Fife Raw data,26.525356576862148,Yes
Glasgow City,Median Earnings,Raw data,2011/12,383.7,Median Earnings,4,Glasgow City Raw data,25.323125869954268,Yes
Highland,Median Earnings,Raw data,2011/12,374.93333333333334,Median Earnings,2,Highland Raw data,32.76545590913962,Yes
Inverclyde,Median Earnings,Raw data,2011/12,356.9666666666667,Median Earnings,4,Inverclyde Raw data,21.330506763577638,Yes
Midlothian,Median Earnings,Raw data,2011/12,382.6666666666667,Median Earnings,2,Midlothian Raw data,25.86223742061553,Yes
Moray,Median Earnings,Raw data,2011/12,333.8,Median Earnings,2,Moray Raw data,22.92116937777271,Yes
North Ayrshire,Median Earnings,Raw data,2011/12,380.7666666666667,Median Earnings,4,North Ayrshire Raw data,23.37157301186079,Yes
North Lanarkshire,Median Earnings,Raw data,2011/12,381.56666666666666,Median Earnings,4,North Lanarkshire Raw data,27.998415370902265,Yes
Orkney Islands,Median Earnings,Raw data,2011/12,338.3333333333333,Median Earnings,1,Orkney Islands Raw data,10.610328638497624,Yes
Perth and Kinross,Median Earnings,Raw data,2011/12,375.3666666666666,Median Earnings,1,Perth and Kinross Raw data,26.732772435897445,Yes
Renfrewshire,Median Earnings,Raw data,2011/12,404.4666666666667,Median Earnings,3,Renfrewshire Raw data,27.111664432101158,Yes
Scotland,Median Earnings,Raw data,2011/12,405.23333333333335,Median Earnings,NA,Scotland Raw data,24.944663651236667,Yes
Scottish Borders,Median Earnings,Raw data,2011/12,354.8333333333333,Median Earnings,2,Scottish Borders Raw data,28.272632674297583,Yes
Shetland Islands,Median Earnings,Raw data,2011/12,452.0666666666666,Median Earnings,1,Shetland Islands Raw data,46.98275862068968,Yes
South Ayrshire,Median Earnings,Raw data,2011/12,424.6666666666667,Median Earnings,3,South Ayrshire Raw data,12.926683206433376,Yes
South Lanarkshire,Median Earnings,Raw data,2011/12,412.3333333333333,Median Earnings,3,South Lanarkshire Raw data,23.61085640931597,Yes
Stirling,Median Earnings,Raw data,2011/12,401.5333333333333,Median Earnings,2,Stirling Raw data,30.67484662576687,Yes
West Dunbartonshire,Median Earnings,Raw data,2011/12,358.5666666666666,Median Earnings,4,West Dunbartonshire Raw data,30.134071078952985,Yes
West Lothian,Median Earnings,Raw data,2011/12,401.6000000000001,Median Earnings,3,West Lothian Raw data,27.44081393073765,Yes
Aberdeen City,Median Earnings,Raw data,2012/13,427.3666666666666,Median Earnings,1,Aberdeen City Raw data,25.5206430398246,Yes
Aberdeenshire,Median Earnings,Raw data,2012/13,419.09999999999997,Median Earnings,1,Aberdeenshire Raw data,21.319749509299957,Yes
Angus,Median Earnings,Raw data,2012/13,382.8,Median Earnings,2,Angus Raw data,17.67523707107246,Yes
Argyll and Bute,Median Earnings,Raw data,2012/13,360.23333333333335,Median Earnings,2,Argyll and Bute Raw data,36.678085976350985,Yes
Clackmannanshire,Median Earnings,Raw data,2012/13,387.6333333333334,Median Earnings,3,Clackmannanshire Raw data,34.3378519290928,Yes
Dumfries and Galloway,Median Earnings,Raw data,2012/13,341.1333333333333,Median Earnings,3,Dumfries and Galloway Raw data,15.981831625646992,Yes
Dundee City,Median Earnings,Raw data,2012/13,363.26666666666665,Median Earnings,4,Dundee City Raw data,24.35146443514644,Yes
East Ayrshire,Median Earnings,Raw data,2012/13,382.8666666666666,Median Earnings,4,East Ayrshire Raw data,21.912426942608022,Yes
East Dunbartonshire,Median Earnings,Raw data,2012/13,471.7,Median Earnings,1,East Dunbartonshire Raw data,29.943211151264837,Yes
East Lothian,Median Earnings,Raw data,2012/13,416.5333333333333,Median Earnings,2,East Lothian Raw data,21.66356877323421,Yes
East Renfrewshire,Median Earnings,Raw data,2012/13,491.93333333333334,Median Earnings,1,East Renfrewshire Raw data,30.328721106934342,Yes
"Edinburgh, City of",Median Earnings,Raw data,2012/13,441.9666666666667,Median Earnings,1,"Edinburgh, City of Raw data",19.10159884950511,Yes
Eilean Siar,Median Earnings,Raw data,2012/13,355.6333333333334,Median Earnings,4,Eilean Siar Raw data,23.783251231527114,Yes
Falkirk,Median Earnings,Raw data,2012/13,414.5,Median Earnings,3,Falkirk Raw data,29.747382576121417,Yes
Fife,Median Earnings,Raw data,2012/13,388.3,Median Earnings,3,Fife Raw data,26.525356576862148,Yes
Glasgow City,Median Earnings,Raw data,2012/13,388.6000000000001,Median Earnings,4,Glasgow City Raw data,25.323125869954268,Yes
Highland,Median Earnings,Raw data,2012/13,378.5333333333333,Median Earnings,2,Highland Raw data,32.76545590913962,Yes
Inverclyde,Median Earnings,Raw data,2012/13,356.59999999999997,Median Earnings,4,Inverclyde Raw data,21.330506763577638,Yes
Midlothian,Median Earnings,Raw data,2012/13,377.76666666666665,Median Earnings,2,Midlothian Raw data,25.86223742061553,Yes
Moray,Median Earnings,Raw data,2012/13,336.06666666666666,Median Earnings,2,Moray Raw data,22.92116937777271,Yes
North Ayrshire,Median Earnings,Raw data,2012/13,385.73333333333335,Median Earnings,4,North Ayrshire Raw data,23.37157301186079,Yes
North Lanarkshire,Median Earnings,Raw data,2012/13,394.6666666666667,Median Earnings,4,North Lanarkshire Raw data,27.998415370902265,Yes
Orkney Islands,Median Earnings,Raw data,2012/13,329.59999999999997,Median Earnings,1,Orkney Islands Raw data,10.610328638497624,Yes
Perth and Kinross,Median Earnings,Raw data,2012/13,377.76666666666665,Median Earnings,1,Perth and Kinross Raw data,26.732772435897445,Yes
Renfrewshire,Median Earnings,Raw data,2012/13,415.3,Median Earnings,3,Renfrewshire Raw data,27.111664432101158,Yes
Scotland,Median Earnings,Raw data,2012/13,410.56666666666666,Median Earnings,NA,Scotland Raw data,24.944663651236667,Yes
Scottish Borders,Median Earnings,Raw data,2012/13,364.3666666666666,Median Earnings,2,Scottish Borders Raw data,28.272632674297583,Yes
Shetland Islands,Median Earnings,Raw data,2012/13,455.5333333333333,Median Earnings,1,Shetland Islands Raw data,46.98275862068968,Yes
South Ayrshire,Median Earnings,Raw data,2012/13,425,Median Earnings,3,South Ayrshire Raw data,12.926683206433376,Yes
South Lanarkshire,Median Earnings,Raw data,2012/13,419.8666666666666,Median Earnings,3,South Lanarkshire Raw data,23.61085640931597,Yes
Stirling,Median Earnings,Raw data,2012/13,418.7666666666667,Median Earnings,2,Stirling Raw data,30.67484662576687,Yes
West Dunbartonshire,Median Earnings,Raw data,2012/13,371.0666666666666,Median Earnings,4,West Dunbartonshire Raw data,30.134071078952985,Yes
West Lothian,Median Earnings,Raw data,2012/13,406.1333333333334,Median Earnings,3,West Lothian Raw data,27.44081393073765,Yes
Aberdeen City,Median Earnings,Raw data,2013/14,443.5333333333333,Median Earnings,1,Aberdeen City Raw data,25.5206430398246,Yes
Aberdeenshire,Median Earnings,Raw data,2013/14,424,Median Earnings,1,Aberdeenshire Raw data,21.319749509299957,Yes
Angus,Median Earnings,Raw data,2013/14,385.93333333333334,Median Earnings,2,Angus Raw data,17.67523707107246,Yes
Argyll and Bute,Median Earnings,Raw data,2013/14,356.8666666666666,Median Earnings,2,Argyll and Bute Raw data,36.678085976350985,Yes
Clackmannanshire,Median Earnings,Raw data,2013/14,382.6666666666667,Median Earnings,3,Clackmannanshire Raw data,34.3378519290928,Yes
Dumfries and Galloway,Median Earnings,Raw data,2013/14,350.5333333333333,Median Earnings,3,Dumfries and Galloway Raw data,15.981831625646992,Yes
Dundee City,Median Earnings,Raw data,2013/14,374.8,Median Earnings,4,Dundee City Raw data,24.35146443514644,Yes
East Ayrshire,Median Earnings,Raw data,2013/14,384.8333333333333,Median Earnings,4,East Ayrshire Raw data,21.912426942608022,Yes
East Dunbartonshire,Median Earnings,Raw data,2013/14,477.3666666666666,Median Earnings,1,East Dunbartonshire Raw data,29.943211151264837,Yes
East Lothian,Median Earnings,Raw data,2013/14,419.90000000000003,Median Earnings,2,East Lothian Raw data,21.66356877323421,Yes
East Renfrewshire,Median Earnings,Raw data,2013/14,510.7333333333333,Median Earnings,1,East Renfrewshire Raw data,30.328721106934342,Yes
"Edinburgh, City of",Median Earnings,Raw data,2013/14,445.1000000000001,Median Earnings,1,"Edinburgh, City of Raw data",19.10159884950511,Yes
Eilean Siar,Median Earnings,Raw data,2013/14,372.06666666666666,Median Earnings,4,Eilean Siar Raw data,23.783251231527114,Yes
Falkirk,Median Earnings,Raw data,2013/14,422.90000000000003,Median Earnings,3,Falkirk Raw data,29.747382576121417,Yes
Fife,Median Earnings,Raw data,2013/14,398.8666666666666,Median Earnings,3,Fife Raw data,26.525356576862148,Yes
Glasgow City,Median Earnings,Raw data,2013/14,392.76666666666665,Median Earnings,4,Glasgow City Raw data,25.323125869954268,Yes
Highland,Median Earnings,Raw data,2013/14,384.4333333333334,Median Earnings,2,Highland Raw data,32.76545590913962,Yes
Inverclyde,Median Earnings,Raw data,2013/14,359.90000000000003,Median Earnings,4,Inverclyde Raw data,21.330506763577638,Yes
Midlothian,Median Earnings,Raw data,2013/14,377.76666666666665,Median Earnings,2,Midlothian Raw data,25.86223742061553,Yes
Moray,Median Earnings,Raw data,2013/14,335.6666666666667,Median Earnings,2,Moray Raw data,22.92116937777271,Yes
North Ayrshire,Median Earnings,Raw data,2013/14,396.73333333333335,Median Earnings,4,North Ayrshire Raw data,23.37157301186079,Yes
North Lanarkshire,Median Earnings,Raw data,2013/14,400.43333333333334,Median Earnings,4,North Lanarkshire Raw data,27.998415370902265,Yes
Orkney Islands,Median Earnings,Raw data,2013/14,332.93333333333334,Median Earnings,1,Orkney Islands Raw data,10.610328638497624,Yes
Perth and Kinross,Median Earnings,Raw data,2013/14,385.0333333333333,Median Earnings,1,Perth and Kinross Raw data,26.732772435897445,Yes
Renfrewshire,Median Earnings,Raw data,2013/14,424.26666666666665,Median Earnings,3,Renfrewshire Raw data,27.111664432101158,Yes
Scotland,Median Earnings,Raw data,2013/14,417.56666666666666,Median Earnings,NA,Scotland Raw data,24.944663651236667,Yes
Scottish Borders,Median Earnings,Raw data,2013/14,378.8333333333333,Median Earnings,2,Scottish Borders Raw data,28.272632674297583,Yes
Shetland Islands,Median Earnings,Raw data,2013/14,452.56666666666666,Median Earnings,1,Shetland Islands Raw data,46.98275862068968,Yes
South Ayrshire,Median Earnings,Raw data,2013/14,428.7,Median Earnings,3,South Ayrshire Raw data,12.926683206433376,Yes
South Lanarkshire,Median Earnings,Raw data,2013/14,423.9666666666667,Median Earnings,3,South Lanarkshire Raw data,23.61085640931597,Yes
Stirling,Median Earnings,Raw data,2013/14,424.90000000000003,Median Earnings,2,Stirling Raw data,30.67484662576687,Yes
West Dunbartonshire,Median Earnings,Raw data,2013/14,380.9666666666667,Median Earnings,4,West Dunbartonshire Raw data,30.134071078952985,Yes
West Lothian,Median Earnings,Raw data,2013/14,413.8333333333333,Median Earnings,3,West Lothian Raw data,27.44081393073765,Yes
Aberdeen City,Median Earnings,Raw data,2014/15,459.9666666666667,Median Earnings,1,Aberdeen City Raw data,25.5206430398246,Yes
Aberdeenshire,Median Earnings,Raw data,2014/15,430.7,Median Earnings,1,Aberdeenshire Raw data,21.319749509299957,Yes
Angus,Median Earnings,Raw data,2014/15,388.59999999999997,Median Earnings,2,Angus Raw data,17.67523707107246,Yes
Argyll and Bute,Median Earnings,Raw data,2014/15,388,Median Earnings,2,Argyll and Bute Raw data,36.678085976350985,Yes
Clackmannanshire,Median Earnings,Raw data,2014/15,398.20000000000005,Median Earnings,3,Clackmannanshire Raw data,34.3378519290928,Yes
Dumfries and Galloway,Median Earnings,Raw data,2014/15,360.93333333333334,Median Earnings,3,Dumfries and Galloway Raw data,15.981831625646992,Yes
Dundee City,Median Earnings,Raw data,2014/15,380.56666666666666,Median Earnings,4,Dundee City Raw data,24.35146443514644,Yes
East Ayrshire,Median Earnings,Raw data,2014/15,393.3333333333333,Median Earnings,4,East Ayrshire Raw data,21.912426942608022,Yes
East Dunbartonshire,Median Earnings,Raw data,2014/15,477.6666666666667,Median Earnings,1,East Dunbartonshire Raw data,29.943211151264837,Yes
East Lothian,Median Earnings,Raw data,2014/15,425.7666666666667,Median Earnings,2,East Lothian Raw data,21.66356877323421,Yes
East Renfrewshire,Median Earnings,Raw data,2014/15,533.5333333333333,Median Earnings,1,East Renfrewshire Raw data,30.328721106934342,Yes
"Edinburgh, City of",Median Earnings,Raw data,2014/15,450.26666666666665,Median Earnings,1,"Edinburgh, City of Raw data",19.10159884950511,Yes
Eilean Siar,Median Earnings,Raw data,2014/15,392.6000000000001,Median Earnings,4,Eilean Siar Raw data,23.783251231527114,Yes
Falkirk,Median Earnings,Raw data,2014/15,432.6666666666667,Median Earnings,3,Falkirk Raw data,29.747382576121417,Yes
Fife,Median Earnings,Raw data,2014/15,410.23333333333335,Median Earnings,3,Fife Raw data,26.525356576862148,Yes
Glasgow City,Median Earnings,Raw data,2014/15,401.4666666666667,Median Earnings,4,Glasgow City Raw data,25.323125869954268,Yes
Highland,Median Earnings,Raw data,2014/15,386.4333333333334,Median Earnings,2,Highland Raw data,32.76545590913962,Yes
Inverclyde,Median Earnings,Raw data,2014/15,374.23333333333335,Median Earnings,4,Inverclyde Raw data,21.330506763577638,Yes
Midlothian,Median Earnings,Raw data,2014/15,394.5333333333333,Median Earnings,2,Midlothian Raw data,25.86223742061553,Yes
Moray,Median Earnings,Raw data,2014/15,343.9666666666667,Median Earnings,2,Moray Raw data,22.92116937777271,Yes
North Ayrshire,Median Earnings,Raw data,2014/15,404.06666666666666,Median Earnings,4,North Ayrshire Raw data,23.37157301186079,Yes
